Zip,Street,Region,Price,Bedrooms,Bathrooms,Floorspace,Pet_friendly,Furnished,lat,lng,crime_percentage,restaurant_num,restaurant_star,trans_time_driv,trans_time_walk,trans_time_bike
15213,221 Atwood St #L,"Oakland, Pittsburgh, PA",1500,2,1,800.0,N,N,40.44063679999999,-79.95693979999999,0.026561,156,3.532051282051282,4.0,14.5,5.5
15213,121 Chesterfield Rd,"West Oakland, Pittsburgh, PA",1900,3,1,,N,N,40.4396245,-79.96234040000002,0.026561,27,3.3703703703703702,6.0,20.5,7.5
15213,205 Robinson St #8,"West Oakland, Pittsburgh, PA",975,1,1,,Y,N,40.44059670000001,-79.9659131,0.026561,3,3.3333333333333335,7.0,25.0,9.5
15213,3611 Boulevard Of The Allies,"Oakland, Pittsburgh, PA",1700,3,1.5,1400.0,N,N,40.4347189,-79.953994,0.026561,43,3.6744186046511627,2.5,21.0,7.0
15213,338 Oakland Ave,"Oakland, Pittsburgh, PA",1380,2,1,,N,N,40.439259,-79.95444049999998,0.026561,83,3.5783132530120483,4.0,15.0,5.5
15213,3301 Juliet St #2,"Oakland, Pittsburgh, PA",1800,3,1,,N,N,40.433327500000004,-79.9565712,0.026561,24,3.5208333333333335,4.0,25.0,9.0
15213,4917 Centre Ave #101,"Bloomfield, Pittsburgh, PA",1499,2,1.5,1100.0,N,N,40.4539106,-79.9458295,0.026561,26,3.2884615384615383,5.0,17.5,6.0
15213,3266 Niagara Sq,"Oakland, Oakland, PA",1395,2,1,,N,N,40.4345434,-79.95953589999998,0.026561,20,3.475,8.5,27.0,10.0
15213,376 Meyran Ave #2,"Oakland, Pittsburgh, PA",1600,3,1,20.0,N,N,40.4374662,-79.95477919999998,0.026561,87,3.5,4.0,18.0,6.5
15213,3401 Forbes Ave #108,"Oakland, Pittsburgh, PA",1450,2,1,,N,N,40.438781,-79.9613679,0.026561,37,3.2972972972972974,5.0,19.5,6.0
15213,3261 Parkview Ave,"Oakland, Pittsburgh, PA",1590,3,2,1824.0,N,N,40.431118100000006,-79.95316199999998,0.026561,8,3.5,4.0,22.0,8.5
15213,"3 bed, $1,875","Oakland, Pittsburgh, PA",1875,3,1,,Y,N,40.437925899999996,-79.95564240000002,0.026561,123,3.5203252032520327,798.0,3769.0,1375.0
15213,3297 Kennett Sq,"Oakland, Pittsburgh, PA",1100,1,1,561.0,Y,N,40.434343,-79.960724,0.026561,16,3.46875,8.5,28.0,9.0
15213,332 Atwood St,"Oakland, Pittsburgh, PA",2500,6,2,,N,N,40.4388059,-79.9550958,0.026561,111,3.527027027027027,4.5,17.5,5.5
