Zip,Street,Region,Price,Bedrooms,Bathrooms,Floorspace,Pet_friendly,Furnished
15217,6316 Morrowfield Ave #1,"Squirrel Hill South, Squirrel Hill, PA",2200,3,2,,N,N
15217,5712 Solway St,"Squirrel Hill North, Squirrel Hill, PA",2200,3,1.5,,Y,N
15217,6350 Forward Ave #15,"Squirrel Hill South, Pittsburgh, PA",1350,2,2,900 ,N,N
15217,775 Greenfield Ave,"Greenfield, Pittsburgh, PA",1500,3,1,,N,N
15217,5463 Fair Oaks St,"Squirrel Hill North, Pittsburgh, PA",3500,4,4,2125 ,Y,N
15217,5222 Beeler St,"Squirrel Hill North, Pittsburgh, PA",2250,3,2,1628 ,N,N
15217,5837 Darlington Rd #2,"Squirrel Hill South, Pittsburgh, PA",795,Studio,1,,N,N
15217,2123 Shady Ave #B11,"Squirrel Hill South, Pittsburgh, PA",1650,2,2,1000 ,Y,N
15217,5512 Bartlett St,"Squirrel Hill South, Squirrel Hill, PA",3000,5,3.5,,N,N
15217,1530 Overton Ln,"Squirrel Hill South, Pittsburgh, PA",3500,3,3,2457 ,N,Y
15217,1619 Shady Ave,"Squirrel Hill North, Pittsburgh, PA",3790,3,3,2867 ,N,N
15217,6524 Dalzell Pl,"Squirrel Hill North, Squirrel Hill, PA",3500,3,2.5,,N,N
15232,Royal Gardens Apartments,"Squirrel Hill North, Pittsburgh, PA",899 - 2045,1-3,1-2,,N,N
15232,5914-5920 Walnut Street Apartments,"Shadyside, Pittsburgh, PA",1174 - 1479,1-2,1,,Y,N
15232,Thames Manor Apartments,"Shadyside, Pittsburgh, PA",730 - 1055,Studio-1,1,,Y,N
15232,Georgian Apartments,"Shadyside, Pittsburgh, PA",1110 - 1180,1,1,,Y,N
15232,Brett Apartments,"Shadyside, Pittsburgh, PA",1165 - 1395,1-2,1,,Y,N
15232,Arlington Apartments,"Shadyside, Pittsburgh, PA",645 - 1300,Studio-1,1,,Y,N
15232,Howe and Maryland Apartments,"Shadyside, Pittsburgh, PA",1355,1,1,,Y,N
15232,5520 5th Ave,"Squirrel Hill North, Pittsburgh, PA",1280,1,1,744 ,Y,N
15232,Ollie at Baumhaus Apartments,"Friendship, Pittsburgh, PA",1749 - 2779,Studio-2,1-2,,Y,N
15232,Elwood Gardens Apartments,"Shadyside, Pittsburgh, PA",999 - 1909,1-3,1-2,,Y,N
15232,Shadyside Commons Apartments,"Shadyside, Pittsburgh, PA",1760 - 2085,1,1-1.5,,Y,N
15232,Holden Street Apartments,"Shadyside, Pittsburgh, PA",Contact For Price,2-3,1,,Y,N
15232,College Manor Apartments,"Shadyside, Pittsburgh, PA",1111,1,1,,Y,N
15232,740 S Negley Avenue Apartments,"Shadyside, Pittsburgh, PA",1174,1,1,,Y,N
15232,5506 5th Ave #316,"Squirrel Hill North, Pittsburgh, PA",1750,3,1,800 ,N,N
15232,5715 Elmer St #2,"Shadyside, Pittsburgh, PA",1395,2,1,1250 ,N,N
15232,5721 Elmer St #1,"Shadyside, Pittsburgh, PA",1395,2,1,1250 ,N,N
15232,5700 5th Ave #A23,"Squirrel Hill North, Pittsburgh, PA",925,1,1,,Y,N
15232,5706 Walnut St #1,"Shadyside, Pittsburgh, PA",895,1,1,600 ,N,N
15232,819 College Ave #2,"Shadyside, Pittsburgh, PA",1050,1,1,,N,N
15232,5506 5th Ave #207,"Squirrel Hill North, Pittsburgh, PA",1450,2,1,750 ,N,N
15232,700 College Ave #1,"Shadyside, Pittsburgh, PA",1215,1,1,,Y,N
15232,819 College Avenue,"Shadyside, Pittsburgh, PA",1110 - 1400,1-2,1,,N,N
15232,5519 Baum Blvd #2,"Friendship, Pittsburgh, PA",1225,1,1,,Y,N
15232,700 Ivy St #5,"Shadyside, Pittsburgh, PA",900,1,1,,Y,N
15232,631 S Negley Ave #3,"Shadyside, Pittsburgh, PA",1500,2,1,1300 ,N,N
15232,700 Ivy St #2,"Shadyside, Pittsburgh, PA",1100,1,1,,Y,N
15232,727 Bellefonte St #REAR,"Shadyside, Pittsburgh, PA",1395,2,1,900 ,Y,N
15232,661 College St #1,"Shadyside, Pittsburgh, PA",1000,1,1,,Y,N
15232,203 Lehigh Ave #2,"Shadyside, Pittsburgh, PA",975,1,1,,Y,N
15232,707 College Ave #1,"Shadyside, Pittsburgh, PA",1850,1,1,,N,N
15232,5511 Baum Blvd #7,"Friendship, Pittsburgh, PA",1500,1,1,,Y,N
15232,700 Ivy St #4,"Shadyside, Pittsburgh, PA",1500,2,1,,Y,N
15232,5747 Kentucky Ave #1,"Shadyside, Pittsburgh, PA",1800,2,1.5,1800 ,N,N
15232,707 Filbert St,"Shadyside, Shadyside, PA",1950,2,1.5,,N,N
15232,"4 bed, 1395 sqft","Shadyside, Pittsburgh, PA",Contact For Price,4,2,,N,N
15232,803 S Negley Ave #1,"Shadyside, Pittsburgh, PA",1500,3,1,1600 ,N,N
15232,608 Filbert St #3,"Shadyside, Pittsburgh, PA",1000,2,1,700 ,Y,N
15232,631 College Ave #1,"Shadyside, Pittsburgh, PA",1010,2,1,,N,N
15232,803 S Negley Ave,"Shadyside, Pittsburgh, PA",1450,3,1,1800 ,N,N
15232,5917 Walnut St #256,"Shadyside, Pittsburgh, PA",850,1,1,,N,N
15232,767 College Ave,"Shadyside, Shadyside, PA",925,1,1,,N,N
15232,5400 Howe St #4,"Shadyside, Pittsburgh, PA",900,Studio,1,600 ,N,N
15232,803 S Negley Ave #6,"Shadyside, Pittsburgh, PA",533,,,,N,Y
15232,912 Maryland Ave #4A,"Shadyside, Pittsburgh, PA",1100,2,1,,N,N
15232,440 S Graham St #3,"Bloomfield, Pittsburgh, PA",950,2,1,,N,N
15232,5735 Ellsworth Ave,"Shadyside, Pittsburgh, PA",750,1,1,,Y,N
15232,307 S Graham St #1,"Friendship, Pittsburgh, PA",1800,4,1,1800 ,Y,N
15232,5738 Howe St #2,"Shadyside, Pittsburgh, PA",1325,2,1,2600 ,Y,N
15232,5124 5th Ave #2,"Squirrel Hill North, Pittsburgh, PA",995,,,,N,Y
15232,5700 5th Ave #C31,"Squirrel Hill North, Pittsburgh, PA",795,1,1,750 ,Y,N
15232,632 Summerlea St #1,"Shadyside, Pittsburgh, PA",1095,2,1,875 ,N,N
15232,5977 Alder St #4,"Shadyside, Pittsburgh, PA",1095,2,1,,N,N
15232,5822 Holden St #3,"Shadyside, Shadyside, PA",845,1,1,,N,N
15232,5517 Claybourne St #2,"Shadyside, Pittsburgh, PA",1350,2,1,1000 ,N,N
15232,5700 5th Ave #A24,"Squirrel Hill North, Pittsburgh, PA",895,1,1,775 ,Y,N
15232,237 Lehigh Ave #2,"Shadyside, Pittsburgh, PA",1250,2,1,,N,N
15232,5731 Ellsworth Ave #S1,"Shadyside, Pittsburgh, PA",1030,1,1,620 ,Y,N
15232,5700 5th Ave #A32,"Squirrel Hill North, Pittsburgh, PA",800,1,1,,Y,N
15232,5551 Centre Ave #112,"Friendship, Pittsburgh, PA",980,1,1,470 ,N,N
15232,The Bentley,"Shadyside, Pittsburgh, PA",1299,2,1,,Y,N
15232,Walnut on Howe Townhomes,"Shadyside, Pittsburgh, PA",Contact For Price,4,2.5,,Y,N
15232,S. Negley Avenue,"Shadyside, Pittsburgh, PA",Contact For Price,1-2,1,,Y,N
15232,5729 Holden St #2,"Shadyside, Pittsburgh, PA",1800,3,2,1850 ,N,N
15232,Thames Manor Apartments,"Shadyside, Pittsburgh, PA",790 - 990,Studio-1,1,,Y,N
15232,5729 Holden St #3,"Shadyside, Pittsburgh, PA",1800,3,2,1800 ,N,N
15232,337 Spahr St #1,"Shadyside, Pittsburgh, PA",1395,2,1,1000 ,N,N
15232,5506 5th Avenue,"Squirrel Hill North, Pittsburgh, PA",1425 - 1750,2-3,1,,N,N
15232,724 Maryland Ave,"Shadyside, Pittsburgh, PA",4200,4,2,2500 ,N,Y
15232,5746 Howe St #2,"Shadyside, Pittsburgh, PA",1890,3,2,1800 ,Y,N
15232,717 Copeland St,"Shadyside, Pittsburgh, PA",2900,4,3,1650 ,N,N
15232,302 S Negley Ave #6,"Friendship, Pittsburgh, PA",1095,1,1,,Y,N
15232,5741 Elmer St,"Shadyside, Pittsburgh, PA",1920,3,2,,N,N
15232,5531 Howe St #1,"Shadyside, Pittsburgh, PA",1500,2,1,1100 ,N,N
15232,5614 Walnut St,"Shadyside, Pittsburgh, PA",1100,1,1,,N,N
15232,5523 Ellsworth Ave #3C,"Shadyside, Pittsburgh, PA",1800,2,2,1045 ,Y,N
15232,Elmer Street Apartments,"Shadyside, Pittsburgh, PA",2203 - 2868,3,2.5,,Y,N
15232,6111 5th Ave #401,"Shadyside, Pittsburgh, PA",3155,2,2.5,,Y,N
15232,5730 Ellsworth Ave,"Shadyside, Pittsburgh, PA",2350,2,2.5,1320 ,N,N
15232,5537 5th Ave #2,"Shadyside, Pittsburgh, PA",1900,1,1,,N,Y
15232,5537 5th Ave #6,"Shadyside, Pittsburgh, PA",1900,1,1,,N,Y
15232,5537 5th Ave #3,"Shadyside, Pittsburgh, PA",1300,1,1,,N,Y
15232,5537 5th Ave #5,"Shadyside, Pittsburgh, PA",1900,1,1,,N,Y
15232,Address Not Disclosed,"Shadyside, Pittsburgh, PA",2500,2,2.5,1400 ,N,N
15232,641 Maryland Ave #2,"Shadyside, Pittsburgh, PA",1295,1,1,700 ,Y,N
15232,5523 Ellsworth Ave #5C,"Shadyside, Shadyside, PA",1500,2,2,,N,N
15232,5746 Howe St,"Shadyside, Pittsburgh, PA",1995,3,2,,Y,N
15232,730 S Negley Ave #42,"Shadyside, Pittsburgh, PA",1350,1,1,558 ,N,N
15232,6111 5th Ave #301,"Shadyside, Pittsburgh, PA",3300,2,2.5,2800 ,Y,N
15232,Address Not Disclosed,"Shadyside, Pittsburgh, PA",2500,4,3,,N,N
15232,705 Copeland St #2,"Shadyside, Shadyside, PA",4000,2,2.5,,Y,N
15232,5525 Ellsworth Ave #13,"Shadyside, Pittsburgh, PA",840,Studio,1,410 ,Y,N
15232,5537 5th Ave #7,"Shadyside, Pittsburgh, PA",1400,Studio,1,,N,Y
15232,5934 Elwood St #PENTHOUSE,"Shadyside, Pittsburgh, PA",2745,2,2.5,,N,N
